Gene	L11.D8.Tox.KO1.Tim3p_S11	L13.D8.Tox.KO2.Tim3p_S13	L15.D8.Tox.KO3.Tim3p_S15	L17.D8.Tox.KO4.Tim3p_S2	L19.D8.Tox.KO5.Tim3p_S4	L1.D8.Tox.WT1.Tim3p_S1	L3.D8.Tox.WT2.Tim3p_S3	L5.D8.Tox.WT3.Tim3p_S5	L7.D8.Tox.WT4.Tim3p_S7	L9.D8.Tox.WT5.Tim3p_S9
1700065O20Rik	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	1	2	0	0	0	0	3	0	0
1700066B19Rik	56	74	58	37	27	56	54	41	38	73
1700066C05Rik	0	0	0	1	0	0	0	0	0	0
1700066J03Rik	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	257	201	180	203	154	223	173	186	165	255
1700066N21Rik	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	4	11	19	1	6	8	9	8	11	11
1700067P10Rik	0	0	0	0	0	0	0	0	0	0
1700069B07Rik	3	0	2	1	0	0	1	0	0	3
1700069L16Rik	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	1	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	126	127	50	90	11	44	198	314	196	95
1700072B07Rik	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	0	0	0	0	1	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	1	0	0	0	0	3	0	0	0
1700074P13Rik	0	0	0	1	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0
1700080G11Rik	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	0	1	1	1	1	0	1	2	1	1
1700082M22Rik	3	0	0	1	1	2	0	0	0	0
1700083H02Rik	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	24	19	17	5	3	25	13	12	7	17
1700084F23Rik	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	2	0	2	0	1	0	0	6	0	2
1700084M14Rik	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	1	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	85	86	64	52	18	26	52	54	34	63
1700086P04Rik	2	0	7	0	1	0	0	0	7	9
1700088E04Rik	2	3	5	2	1	1	2	7	1	5
1700091H14Rik	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	4	0	4
1700092E16Rik	0	0	0	0	0	0	0	0	1	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	3	2	1	3	0	3	1	5	0	1
1700093J21Rik	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	0	0	1	0	0	0	0	0	0	0
1700094J05Rik	0	0	0	0	0	0	0	0	0	0
1700094M23Rik	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0
1700095J07Rik	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	2	4	1	1	2	0	1	4	0
1700095K22Rik	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	136	193	145	65	42	105	103	93	74	145
1700097M23Rik	0	2	2	0	0	0	0	0	0	0
1700097N02Rik	450	505	323	178	110	255	349	225	179	400
1700099I09Rik	0	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	11	9	3	0	0	3	0	9	2
1700101I19Rik	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	20	5	12	5	3	5	6	14	8	16
1700104B16Rik	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	10	9	6	0	2	3	0	4	0	3
1700108F19Rik	0	0	0	1	0	0	0	9	0	0
1700108J01Rik	0	1	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	1	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	62	74	62	62	46	76	50	38	79	68
1700109I08Rik	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	1	0	0	0	0	0	3	1	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	1	1	1	0	1	0
1700111E14Rik	0	1	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	1	0	0
1700112D23Rik	0	2	0	0	0	0	0	3	0	1
1700112H15Rik	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	1	0	0	0	0	0
1700112J16Rik	5	1	0	0	0	0	5	1	1	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	36	27	22	9	12	18	24	20	19	31
1700113B19Rik	1	0	0	0	0	0	0	2	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	2	0	0	0	0	4	0	1	0	1
1700120C14Rik	53	48	36	22	20	42	42	44	21	35
1700120C18Rik	0	0	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	14	5	2	9	3	12	2	9	12	8
1700122H20Rik	0	0	2	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	1	0	0	0	2	0	0	6	4
1700123K08Rik	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	20	20	18	3	3	9	2	15	12	17
1700123O12Rik	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	1395	1412	1390	983	817	1287	1201	1268	1045	1241
1700123O21Rik	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	1	1	1	2	0	1	0	0	1	0
1700124M09Rik	0	0	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	0	0	0	0
1700125H20Rik	0	0	1	0	0	0	0	0	0	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	0	0	2	0	3	3	4	0	0	2
1700126H18Rik	0	0	0	0	0	0	0	0	2	0
1700127F24Rik	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	1	0	0	0	1	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	3	5	5	2	3	2	7	5	1	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	1
1810007D17Rik	0	0	0	0	0	0	0	0	0	0
1810008B01Rik	1	0	1	0	0	1	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	22	16	10	20	9	16	7	15	10	24
1810009J06Rik	0	0	0	0	1	0	0	0	0	2
1810010D01Rik	0	0	0	0	0	0	0	0	0	4
1810010H24Rik	27	41	16	13	6	23	6	20	15	8
1810010K12Rik	0	0	0	0	0	0	0	0	0	0
1810011H11Rik	9	10	17	10	2	0	21	58	19	10
1810012K08Rik	0	4	0	5	1	2	2	0	0	5
1810012K16Rik	4	7	1	0	2	8	5	0	8	2
1810013D15Rik	0	0	0	0	0	0	0	0	0	2
1810013L24Rik	914	752	941	662	431	760	771	767	720	772
1810014B01Rik	113	83	95	53	38	56	65	87	59	104
1810017P11Rik	0	0	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	1	0	0	0	0	0	0
1810019D21Rik	0	0	0	0	0	1	0	1	0	0
1810019N24Rik	5	8	6	6	4	0	9	3	3	20
1810020O05Rik	0	0	0	0	0	0	0	2	0	0
1810021B22Rik	6	11	6	6	2	3	7	25	19	5
1810022K09Rik	1034	1108	923	368	251	432	522	652	435	815
1810024B03Rik	51	60	42	11	8	14	36	19	18	44
1810026B05Rik	1512	1278	1623	753	583	1176	969	971	903	1364
1810030O07Rik	1858	1735	1683	1749	1347	2597	2156	1695	1681	2045
1810032O08Rik	131	181	164	102	61	126	148	234	150	114
1810034E14Rik	139	234	126	147	83	137	101	62	92	145
1810037I17Rik	2600	2132	2640	1476	1066	1896	2318	2558	2054	2377
1810041H14Rik	105	171	85	19	19	46	67	67	43	66
1810041L15Rik	0	1	0	0	0	0	0	0	0	0
1810043G02Rik	334	406	335	170	117	165	355	528	400	332
1810044D09Rik	25	33	33	13	4	13	15	22	17	43
1810046K07Rik	18	6	10	6	1	1	1	9	4	8
1810049I09Rik	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	1	0	1	0	0	0	0	0	0
1810055G02Rik	175	196	147	137	87	138	118	206	163	160
1810058I24Rik	1399	1435	1390	895	483	911	1213	1183	938	1134
1810059C17Rik	1	2	4	0	0	1	4	4	2	1
1810059H22Rik	5	3	2	2	0	0	3	0	3	6
1810062G17Rik	4	28	16	13	9	17	23	17	9	12
1810062O18Rik	27	30	24	18	4	19	22	9	20	27
1810063I02Rik	0	0	1	1	0	0	1	0	0	0
1810064F22Rik	0	0	0	0	0	0	0	0	0	2
1810065E05Rik	0	0	0	0	0	0	7	0	0	0
2010001A14Rik	70	85	53	28	20	42	26	19	26	40
2010001K21Rik	0	0	0	0	0	0	1	0	2	0
2010001M07Rik	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	0	0	1	0	0	0	0	0	0	0
2010005H15Rik	5	2	3	2	0	0	8	13	9	8
2010007H06Rik	9	13	4	5	2	4	15	22	18	8
2010008C14Rik	103	71	85	45	35	100	89	69	55	107
2010009K17Rik	1	1	0	0	0	4	0	1	0	0
2010010A06Rik	0	0	0	0	2	0	0	0	0	0
2010013B24Rik	3	2	4	0	0	0	3	7	6	4
2010015M23Rik	33	12	15	20	8	13	22	18	16	22
2010016I18Rik	296	278	264	142	115	411	241	179	178	266
2010103J01Rik	2	0	1	4	0	1	2	1	0	0
2010106C02Rik	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	2434	2492	2527	847	484	835	1251	1759	1138	2125
2010109A12Rik	46	22	16	32	11	30	20	29	22	12
2010109I03Rik	15	54	28	8	7	10	32	28	5	1
2010109P13Rik	0	0	0	0	0	0	0	0	0	0
2010110E17Rik	0	2	0	2	0	0	0	0	0	0
2010110G14Rik	0	0	0	0	0	0	0	0	0	0
2010110K18Rik	16	22	28	11	2	8	11	31	7	23
2010111I01Rik	3201	2232	3075	2519	1897	3550	2649	1812	1936	2759
2010204K13Rik	29	31	21	21	4	5	13	57	24	15
2010300C02Rik	53	26	27	54	30	103	84	24	27	58
2010300F17Rik	58	32	30	42	22	61	30	29	19	28
2010308F09Rik	2	0	0	0	0	0	0	0	0	0
2010309G21Rik	7	12	19	0	1	0	8	10	4	6
2010310C07Rik	3	0	6	0	2	6	0	0	2	0
2010315B03Rik	376	507	330	311	233	345	305	283	347	442
2010320M18Rik	172	150	161	82	55	117	101	171	103	92
2010320O07Rik	0	0	0	0	0	0	0	0	0	0
2200002A13Rik	1	0	0	0	0	1	0	0	1	2
2200002D01Rik	16	20	13	9	8	4	8	5	8	17
2200002J24Rik	0	0	0	0	0	0	0	0	0	2
2200007N16Rik	0	0	0	0	0	0	0	0	0	0
2210008F06Rik	0	1	0	0	0	0	0	0	0	0
2210010C04Rik	7	3	0	0	0	1	3	5	5	4
2210011C24Rik	110	50	114	99	86	137	85	76	86	81
2210011K15Rik	0	0	0	0	0	0	0	0	0	0
2210016F16Rik	1895	1871	1720	1429	1094	1766	1669	2004	1585	1777
2210016L21Rik	532	538	540	374	259	441	458	592	370	447
2210017I01Rik	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	2	0	0	0	2
2210406H18Rik	54	64	66	24	1	8	52	97	97	48
2210406O10Rik	3	2	1	1	3	5	0	1	2	9
2210407C18Rik	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	38	16	39	19	3	36	27	40	40	47
2210408I21Rik	36	55	25	35	13	34	21	52	51	81
2210409E12Rik	0	0	0	0	0	0	0	0	0	0
2210411M09Rik	0	2	0	0	2	5	0	0	0	0
2210412B16Rik	2	5	1	0	0	0	3	3	1	1
2210414B05Rik	2	1	3	1	0	0	6	6	3	4
2210414F02Rik	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	12	9	14	8	3	21	18	7	11	6
2210418O10Rik	0	0	1	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	1	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	150	137	133	35	47	48	58	51	49	103
2310001H17Rik	1123	1595	1132	484	390	702	709	517	584	824
2310001K20Rik	0	0	0	0	0	0	0	0	0	0
2310001K24Rik	6	0	2	2	0	1	0	3	0	2
2310002D06Rik	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	1	9	3	5	0	5	1	0	0	2
2310002L09Rik	0	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	3	0	0	0	0	3	0	0
2310009A05Rik	253	256	293	103	73	146	219	245	183	288
2310009B15Rik	163	172	110	87	34	65	95	112	104	109
2310010J17Rik	65	76	86	17	16	34	39	33	28	54
2310011J03Rik	1913	1950	2029	1308	849	1523	1593	1871	1444	1693
2310014F06Rik	0	0	0	0	0	0	1	0	0	0
2310015A10Rik	141	114	134	84	33	106	75	98	95	89
2310015D24Rik	0	0	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0
2310016D23Rik	3	2	4	3	3	0	2	1	0	3
2310016G11Rik	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	689	739	706	572	316	631	828	715	604	688
2310022B05Rik	179	199	135	111	60	67	150	167	109	207
2310026I22Rik	4	1	2	0	1	0	1	0	0	2
2310026L22Rik	3	12	12	5	1	17	6	3	3	13
2310030A07Rik	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	0	0	0	0	0	0
2310031A07Rik	368	169	342	218	190	386	260	115	180	394
2310033P09Rik	338	323	372	204	127	180	227	309	217	266
2310034C09Rik	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	19	10	10	2	4	2	2	5	5	6
2310034O05Rik	0	0	0	0	0	0	0	1	0	0
2310035C23Rik	987	1208	1220	813	583	1154	996	817	921	967
2310039H08Rik	453	492	503	247	113	283	358	369	287	350
2310039L15Rik	0	1	0	0	0	2	0	0	0	0
2310040G07Rik	0	3	1	1	4	1	3	2	1	2
2310040G24Rik	20	16	39	7	5	6	17	54	50	19
2310043L19Rik	0	1	0	0	0	0	0	0	0	0
2310043M15Rik	8	5	6	5	4	3	2	6	5	4
2310043O21Rik	3	1	0	0	0	1	0	0	1	3
2310043P16Rik	45	77	62	35	58	54	63	37	27	65
2310044K18Rik	3	2	5	1	3	7	0	0	0	1
2310046K23Rik	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	2	0	3	0	0	1	6	0	4	2
2310050C09Rik	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	473	371	424	287	239	344	344	309	327	496
2310057N15Rik	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	34	46	37	42	23	26	35	30	34	37
2310061I04Rik	328	477	390	229	143	284	255	250	210	382
2310061N02Rik	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0
2310068J16Rik	10	5	7	3	2	1	3	3	1	6
2310069B03Rik	0	0	5	0	0	0	0	0	0	0
2310074N15Rik	6	4	0	1	1	2	1	4	0	4
2310075C17Rik	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	1	0	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	1179	1507	1099	898	495	762	948	986	795	1090
2410003L11Rik	0	0	5	3	1	0	4	7	2	2
2410004B18Rik	570	599	616	328	246	391	463	470	397	540
2410004I01Rik	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	54	47	32	36	24	43	34	50	18	49
2410006H16Rik	554	558	560	181	109	196	302	420	293	508
2410012E07Rik	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	1897	1729	1680	893	554	1155	1360	1559	1082	1591
2410017I17Rik	3	2	4	1	0	1	0	0	0	6
2410018L13Rik	3	1	0	1	1	1	0	2	0	0
2410021H03Rik	0	0	0	0	0	0	0	0	0	0
2410022M11Rik	71	83	68	53	27	73	54	131	60	60
2410024N13Rik	0	0	0	0	0	0	0	0	0	0
2410080I02Rik	0	2	0	0	0	0	0	0	1	1
2410089E03Rik	286	200	205	305	171	345	208	193	184	180
2410124H12Rik	0	0	0	0	0	0	0	0	0	0
2410131K14Rik	300	359	322	274	181	273	306	298	344	268
2410137M14Rik	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	1	0	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0	0	0	0
2500002B13Rik	44	51	40	31	19	26	33	43	48	38
2500004C02Rik	57	146	113	56	60	82	93	73	51	95
2510002D24Rik	610	620	537	423	292	571	457	371	390	475
2510009E07Rik	5	27	21	6	3	0	9	21	25	4
2510016D11Rik	7	9	12	4	5	8	5	13	5	11
2510017J16Rik	16	18	10	12	14	9	10	9	10	5
2510039O18Rik	3818	3879	3721	3347	2496	4256	3981	3271	3199	3467
2510046G10Rik	68	49	68	32	18	44	41	53	38	48
2600006K01Rik	31	19	17	12	12	28	20	29	14	40
2600014E21Rik	0	0	0	0	0	0	0	1	0	0
2610001A08Rik	0	0	0	0	0	0	0	3	3	0
2610001J05Rik	1667	1603	1863	984	680	1176	1269	1616	1141	1627
2610002M06Rik	640	658	694	343	342	489	575	522	415	699
2610005L07Rik	67	53	43	57	35	59	61	48	50	69
2610008E11Rik	332	419	273	227	228	359	342	182	189	272
2610011E03Rik	0	0	0	0	0	0	0	0	0	0
2610012C04Rik	0	0	0	0	0	0	0	0	0	0
2610016A17Rik	0	0	0	0	0	0	0	0	1	0
2610017A05Rik	40	57	7	28	25	44	42	25	9	40
2610020C07Rik	84	52	49	48	44	78	43	38	70	51
2610020F03Rik	0	0	0	0	0	0	0	0	0	0
2610021A01Rik	199	271	353	283	226	306	243	180	195	323
2610024D14Rik	3	6	2	2	2	3	3	5	0	5
2610027F03Rik	0	0	0	0	0	0	0	0	0	0
2610027K06Rik	1	0	0	0	2	0	0	0	2	0
2610028D06Rik	10	15	4	11	4	3	8	22	8	19
2610028E06Rik	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	2	1	4	0	0	0	4
2610034O05Rik	0	0	0	0	0	0	0	0	0	0
2610035D17Rik	83	202	82	64	55	119	77	58	79	43
2610035F20Rik	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	14	14	13	10	3	10	10	8	13	13
2610042L04Rik	0	0	0	0	0	0	0	0	0	0
2610044O15Rik8	483	407	372	216	200	313	260	240	200	378
2610105M22Rik	0	0	0	0	0	0	0	0	0	0
2610203C20Rik	4	0	1	0	0	1	0	0	0	0
2610203C22Rik	4	3	0	0	1	0	0	1	1	0
2610204G07Rik	0	2	0	3	0	0	1	4	2	0
2610206C17Rik	6	13	3	2	5	3	5	4	1	6
2610300A13Rik	0	0	0	0	0	0	0	0	0	0
2610300M13Rik	1	0	0	2	0	0	0	0	0	0
2610301B20Rik	323	494	294	144	127	178	271	205	215	293
2610303G11Rik	0	0	0	0	0	0	0	0	0	0
2610306M01Rik	84	103	96	68	43	111	65	64	57	56
2610306O10Rik	0	0	0	1	0	1	3	6	0	1
2610307P16Rik	0	7	0	0	0	0	3	0	0	2
2610316D01Rik	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	562	613	469	567	447	456	406	325	338	439
2610507B11Rik	4416	4397	3377	3327	2690	4457	4434	3461	3498	4443
2610507I01Rik	168	149	163	104	78	165	135	230	188	173
2610509F24Rik	0	3	0	0	0	0	0	0	0	0
2610524H06Rik	920	961	842	515	364	663	738	773	583	814
2610528A11Rik	0	0	3	1	1	0	2	8	4	2
2610528J11Rik	0	0	0	0	0	0	0	0	0	0
2700012I20Rik	0	8	16	3	0	0	5	5	0	2
2700016F22Rik	13	9	21	5	10	15	7	9	12	7
2700029L08Rik	0	1	0	0	0	0	1	0	0	0
2700033N17Rik	0	2	0	0	0	1	0	1	0	1
2700038G22Rik	133	120	152	137	63	96	81	109	102	140
2700046A07Rik	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	3	3	11	2	0	0	6	9	1	2
2700049A03Rik	561	349	372	446	282	500	370	356	419	418
2700062C07Rik	365	418	354	275	167	285	283	421	326	381
2700068H02Rik	0	1	0	0	0	0	2	0	0	3
2700069I18Rik	1	0	0	0	0	0	0	0	0	0
2700078F05Rik	0	0	3	0	0	0	1	0	2	2
2700080J24Rik	0	0	0	0	0	0	0	0	0	0
2700081O15Rik	11	29	31	11	14	10	6	7	16	30
2700089I24Rik	0	0	0	0	0	0	0	0	0	0
2700097O09Rik	603	436	506	393	368	443	412	284	303	444
2700099C18Rik	215	248	295	201	144	189	187	179	126	156
2810001G20Rik	547	602	492	347	280	497	431	284	250	382
2810002D19Rik	199	144	158	122	98	198	131	97	146	150
2810004N23Rik	987	909	906	639	440	655	673	886	607	885
2810006K23Rik	217	186	159	130	99	129	142	163	158	275
2810013P06Rik	527	644	466	384	262	492	536	510	431	581
2810021J22Rik	152	198	160	141	133	177	114	137	96	206
2810025M15Rik	269	145	204	198	114	203	149	129	105	175
2810029C07Rik	13	12	3	6	1	11	3	1	24	1
2810030D12Rik	0	0	0	0	1	2	0	1	0	0
2810032G03Rik	0	0	0	0	0	0	0	0	0	0
2810039B14Rik	125	152	140	129	92	272	192	114	140	172
2810047C21Rik1	0	0	0	0	0	0	0	0	1	0
2810049E08Rik	0	0	0	0	0	0	0	0	0	0
2810402E24Rik	222	282	279	181	93	185	205	203	120	172
2810403A07Rik	2891	2587	2354	1739	1234	2400	2493	1731	2128	2619
2810403D21Rik	81	133	98	65	38	88	70	58	42	88
2810404F17Rik	0	0	0	0	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0	0	0
2810405F17Rik	39	54	53	28	23	75	24	36	56	31
2810407A14Rik	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	37	23	28	27	16	39	18	39	18	30
2810408I11Rik	69	69	77	66	39	50	59	118	57	76
2810410L24Rik	0	0	0	0	0	0	0	0	0	2
2810414N06Rik	36	62	31	19	10	37	45	44	25	36
2810425M01Rik	30	25	8	13	5	17	13	10	10	17
2810428J06Rik	17	13	9	8	3	13	14	4	2	2
2810429I04Rik	8	6	21	4	6	18	13	7	7	24
2810430I11Rik	0	0	0	0	0	0	0	0	0	0
2810432F15Rik	0	0	0	0	0	0	0	0	0	0
2810433D01Rik	0	0	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	2	0	0	0	0
2810454H06Rik	36	31	21	14	4	24	15	16	21	35
2810455O05Rik	62	33	57	31	27	36	26	20	32	46
2810459M11Rik	0	5	0	0	2	0	0	0	0	0
2810468N07Rik	116	71	108	74	53	119	69	32	50	90
2810471M01Rik	0	0	0	0	0	0	0	0	0	0
2810474O19Rik	3005	3637	2365	2181	1404	2754	2892	3064	2760	2449
2900002M20Rik	0	0	0	0	0	0	0	0	0	0
2900005J15Rik	32	45	22	37	6	19	45	77	88	36
2900009J06Rik	0	1	0	0	0	0	1	0	0	0
2900011O08Rik	0	4	0	0	0	0	0	0	0	0
2900018N21Rik	0	0	0	0	0	0	0	0	0	0
2900022M07Rik	0	0	0	0	0	0	0	0	0	0
2900024D18Rik	0	0	0	0	0	0	0	0	0	0
2900026A02Rik	46	64	80	41	33	39	43	90	38	48
2900027M19Rik	0	0	0	0	0	0	0	0	0	0
2900035J10Rik	0	0	0	0	0	0	0	0	0	0
2900037B21Rik	0	0	0	0	0	0	0	0	0	0
2900041M22Rik	24	14	34	14	4	27	22	10	35	33
2900042G08Rik	0	0	0	0	0	0	0	0	0	0
2900042K21Rik	1	1	10	0	0	0	0	1	1	4
2900045O20Rik	0	2	2	0	0	0	0	0	0	0
2900052L18Rik	9	4	4	1	2	2	2	11	4	10
2900052N01Rik	3	0	4	7	1	2	1	2	1	3
2900055J20Rik	6	5	10	2	0	1	2	3	0	8
2900060B14Rik	3	10	7	4	7	6	2	7	5	11
2900060N12Rik	0	0	0	0	0	0	0	0	0	0
2900064F13Rik	0	0	0	0	0	0	0	0	0	0
2900064K03Rik	0	0	0	0	0	0	0	0	0	0
2900069G24Rik	0	0	0	0	0	0	0	0	0	0
2900072N19Rik	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	134	88	118	61	53	109	79	81	103	132
2900076G11Rik	0	1	1	0	0	1	0	0	1	1
2900078I11Rik	2	1	1	11	4	8	2	3	0	5
