geneName	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
Gm45378	2	1	5	4	0	1	6	4	6	0
Gm45379	0	0	0	0	0	0	0	0	0	0
Gm45380	3	0	5	2	0	1	17	5	2	7
Gm45382	0	0	0	0	0	0	0	0	0	0
Gm45384	0	0	0	0	0	0	0	0	0	0
Gm45386	0	0	0	0	0	0	0	0	0	0
Gm45387	0	0	0	0	0	0	0	0	0	0
Gm45388	0	0	0	0	0	0	0	0	0	0
Gm45389	0	0	0	0	2	0	0	0	0	0
Gm45391	0	0	0	0	0	0	0	0	0	0
Gm45392	0	0	0	0	0	0	0	0	0	0
Gm45393	0	0	0	0	0	0	0	0	0	0
Gm45394	0	0	0	0	0	0	0	0	0	0
Gm45395	0	0	0	0	0	0	0	0	0	0
Gm45397	0	0	0	0	0	0	0	0	0	0
Gm45398	0	0	0	0	0	0	0	0	0	0
Gm45399	0	3	0	3	0	5	0	4	1	0
Gm454	0	0	0	0	0	0	0	0	0	0
Gm4540	19	20	22	16	13	18	9	22	22	21
Gm45400	0	0	0	0	0	0	0	0	0	0
Gm45401	0	0	0	0	0	0	0	0	0	0
Gm45402	0	0	0	0	0	0	0	0	0	0
Gm45403	0	0	0	0	0	0	0	0	0	0
Gm45405	0	2	0	0	0	0	0	2	1	0
Gm45406	0	0	1	0	0	0	0	0	2	0
Gm45407	15	16	10	20	12	14	21	9	2	29
Gm45408	0	0	0	0	0	0	0	0	0	0
Gm45409	0	0	0	0	0	0	0	0	0	0
Gm4541	0	0	0	0	0	0	0	0	0	0
Gm45410	0	0	0	0	0	0	0	0	0	0
Gm45411	0	1	2	2	1	2	2	0	2	0
Gm45412	4	0	1	1	5	0	1	5	1	2
Gm45413	46	47	47	37	51	51	31	67	57	88
Gm45415	0	0	0	0	0	0	0	0	0	0
Gm45416	0	0	0	6	0	0	0	0	0	0
Gm45417	0	0	0	0	0	0	0	0	0	0
Gm45418	3	5	2	7	1	5	24	11	5	7
Gm45420	0	0	0	0	0	0	0	0	0	0
Gm45422	0	0	1	1	0	1	0	0	0	1
Gm45424	0	0	0	0	0	0	0	0	0	0
Gm45425	0	0	0	0	0	0	0	0	0	0
Gm45426	0	0	1	0	0	0	0	0	5	0
Gm45427	0	0	0	1	0	0	0	0	0	0
Gm45428	5	3	0	11	0	8	3	3	0	8
Gm45429	0	0	0	0	0	0	0	0	0	0
Gm45430	0	0	0	0	0	0	0	0	0	0
Gm45431	0	0	0	0	0	0	0	0	0	0
Gm45432	0	0	0	0	0	0	0	0	0	0
Gm45433	0	0	0	0	0	0	0	0	0	0
Gm45434	0	0	0	0	0	0	0	0	0	0
Gm45435	21	37	27	22	33	21	43	34	35	51
Gm45436	0	0	0	0	0	0	0	0	0	0
Gm45437	0	0	0	0	0	0	0	0	0	0
Gm45438	0	0	0	0	0	0	0	0	0	0
Gm45439	0	0	0	0	0	0	0	0	0	0
Gm45440	0	0	0	0	0	0	0	0	0	0
Gm45441	0	0	0	0	0	0	0	0	0	0
Gm45442	1	2	1	2	0	4	0	1	0	4
Gm45444	0	1	0	0	0	0	0	0	0	0
Gm45445	0	0	1	0	0	0	0	0	0	0
Gm45446	0	4	0	0	0	0	0	0	0	0
Gm45447	0	0	0	0	2	0	0	4	0	0
Gm45448	0	0	0	0	0	0	0	0	0	0
Gm45449	0	0	0	0	0	0	0	0	0	0
Gm4545	0	0	0	0	0	0	0	0	0	0
Gm45452	1	0	7	0	2	1	0	0	0	0
Gm45453	29	16	6	24	32	31	29	37	15	30
Gm45454	1	0	0	0	0	1	0	1	1	0
Gm45455	0	0	0	0	0	0	0	0	0	0
Gm45456	1	2	2	7	4	6	7	7	3	11
Gm45457	0	0	0	0	0	0	0	0	0	0
Gm45458	0	0	0	0	0	0	0	0	0	0
Gm45459	0	0	0	0	0	0	0	0	0	0
Gm45460	0	0	0	0	0	0	0	0	0	0
Gm45461	0	0	0	0	0	0	0	0	0	0
Gm45462	0	0	0	0	0	0	0	0	0	0
Gm45463	0	0	0	0	0	0	0	0	0	0
Gm45464	14	16	8	7	8	21	10	10	14	26
Gm45469	0	0	0	0	0	0	0	0	0	0
Gm45470	0	0	0	0	0	0	0	0	0	0
Gm45471	0	0	0	0	0	0	0	1	0	0
Gm45472	0	0	0	0	0	0	0	0	0	1
Gm45473	0	0	0	0	0	1	1	0	0	0
Gm45474	0	0	0	0	0	0	1	0	0	4
Gm45475	0	0	0	0	0	0	0	0	0	0
Gm45477	15	2	9	3	17	16	2	2	2	6
Gm45478	0	0	0	0	0	0	0	0	0	0
Gm45479	33	17	50	29	36	19	24	22	20	24
Gm4548	0	0	0	0	0	0	0	0	0	0
Gm45481	8	0	16	4	1	3	8	13	2	3
Gm45483	4	8	9	1	3	1	1	0	1	5
Gm45484	0	0	6	0	0	0	1	0	0	0
Gm45485	0	0	0	0	0	0	0	0	0	0
Gm45486	0	0	0	0	0	0	0	0	0	0
Gm45487	0	0	0	0	0	0	0	0	0	0
Gm45488	0	1	0	0	0	1	0	0	0	0
Gm45489	0	0	0	0	0	0	0	0	0	0
Gm45490	0	0	0	0	0	0	0	0	0	0
Gm45492	0	0	0	0	0	0	0	0	0	0
Gm45493	0	0	0	0	0	0	4	0	0	0
Gm45494	0	0	0	0	0	0	0	0	0	0
Gm45495	3	14	1	5	7	10	4	0	1	6
Gm45496	0	0	0	0	0	0	0	0	0	0
Gm45497	0	0	0	0	0	0	0	0	0	0
Gm45498	0	0	0	0	0	0	0	0	0	0
Gm45499	0	0	0	0	0	0	0	0	0	0
Gm45500	0	0	0	0	0	0	0	0	0	0
Gm45501	43	12	44	30	30	22	17	20	30	41
Gm45502	0	0	0	0	0	0	0	0	0	0
Gm45504	0	0	0	0	0	0	0	0	0	0
Gm45505	0	0	0	0	0	0	0	0	0	0
Gm45506	0	0	0	0	0	0	0	0	0	0
Gm45507	0	0	0	0	0	0	0	0	0	0
Gm45508	7	11	16	7	6	5	6	5	4	5
Gm45509	27	44	54	55	54	53	60	73	30	91
Gm45510	0	3	1	0	2	6	4	5	4	0
Gm45512	0	0	0	0	0	0	0	0	0	0
Gm45513	0	0	0	0	0	0	0	0	0	0
Gm45514	0	0	0	0	0	0	0	0	0	0
Gm45515	7	1	0	13	3	1	10	0	6	2
Gm45516	0	0	0	0	0	0	0	0	0	0
Gm45517	0	0	0	0	0	0	0	0	0	0
Gm45518	0	0	0	0	0	0	0	0	0	0
Gm45520	0	0	0	0	0	0	0	1	0	0
Gm45521	0	0	0	0	0	0	0	0	0	0
Gm45522	0	0	0	0	0	0	0	0	0	0
Gm45523	4	0	0	0	0	0	0	0	0	0
Gm45524	0	0	0	0	0	0	0	0	0	0
Gm45525	0	0	0	0	0	0	0	0	0	0
Gm45527	15	4	8	9	3	12	17	18	1	3
Gm45528	0	0	0	0	0	0	0	0	0	0
Gm4553	0	0	0	0	0	0	0	0	0	0
Gm45530	0	0	0	0	0	0	0	0	0	0
Gm45532	0	0	0	0	0	0	0	0	0	0
Gm45533	0	0	0	0	0	0	0	0	0	0
Gm45534	25	13	35	30	19	29	17	7	26	16
Gm45537	0	0	0	0	0	0	0	0	0	0
Gm45538	0	0	0	0	0	0	0	0	0	0
Gm45539	0	0	0	0	0	0	0	0	0	0
Gm45540	0	0	0	0	0	0	0	0	0	0
Gm45541	0	0	0	0	0	0	0	0	0	0
Gm45542	0	0	0	0	0	0	0	0	0	0
Gm45543	0	0	0	0	0	0	0	0	0	0
Gm45544	0	0	0	0	0	0	0	0	0	0
Gm45546	17	16	33	38	32	20	27	27	20	37
Gm45548	29	28	28	24	51	18	6	10	34	24
Gm45549	0	0	0	0	0	0	0	0	0	0
Gm45550	0	0	0	0	0	0	0	0	0	0
Gm45551	0	0	0	0	0	0	0	0	0	1
Gm45552	2653	1816	2424	2119	2244	1737	2924	2265	1322	2443
Gm45553	0	0	0	0	0	0	0	0	0	0
Gm45554	0	0	0	0	0	0	0	0	0	0
Gm45555	37	35	26	46	10	37	49	58	33	44
Gm45556	0	0	0	0	0	0	0	0	0	0
Gm45557	0	0	0	0	0	0	0	0	0	0
Gm45558	0	0	0	0	0	0	0	0	0	0
Gm4556	0	0	0	0	0	0	0	0	0	0
Gm45560	0	0	0	0	0	0	0	0	0	0
Gm45562	0	0	0	0	0	0	0	0	0	0
Gm45564	0	0	0	0	0	0	0	0	0	0
Gm45566	0	0	0	0	0	0	0	0	0	0
Gm4557	0	0	0	0	0	0	0	0	0	0
Gm45570	2	8	2	13	20	5	10	23	5	12
Gm45571	0	0	0	0	0	0	0	0	0	0
Gm45572	1	0	0	2	0	0	0	0	0	1
Gm45574	0	0	0	0	0	0	0	0	0	0
Gm45575	0	0	0	0	0	0	0	0	0	0
Gm45576	0	0	0	0	1	0	0	0	0	0
Gm45577	0	0	0	0	0	0	0	0	0	0
Gm45579	0	0	0	0	0	0	0	0	0	0
Gm4558	0	0	0	0	0	0	0	0	0	0
Gm45580	0	0	0	0	0	0	0	0	0	0
Gm45584	0	0	0	0	0	0	0	0	0	0
Gm45587	0	0	0	0	0	0	0	0	0	0
Gm45588	0	1	1	0	0	0	0	0	0	1
Gm45589	0	0	0	0	0	0	0	0	0	0
Gm4559	0	0	0	0	0	0	0	0	0	0
Gm45590	1	0	0	0	0	0	0	0	0	0
Gm45591	0	0	0	0	0	0	5	0	0	0
Gm45592	2	5	7	2	1	0	15	6	4	11
Gm45593	0	0	0	0	0	0	0	0	0	0
Gm45594	0	0	0	0	2	0	0	0	0	0
Gm45596	0	0	0	0	0	0	0	0	0	0
Gm45597	0	0	0	0	0	0	0	0	0	0
Gm45598	0	0	0	0	0	0	0	0	0	0
Gm45600	0	3	0	0	2	0	2	0	2	2
Gm45601	0	0	0	0	0	0	0	0	0	0
Gm45602	0	0	0	0	0	0	0	0	0	0
Gm45604	0	0	0	0	0	0	0	0	0	0
Gm45605	0	4	0	8	1	6	1	5	0	7
Gm45606	84	94	68	130	120	120	133	85	83	132
Gm45607	40	36	43	57	34	29	40	43	29	23
Gm45608	0	0	0	0	0	0	0	0	0	0
Gm45609	0	0	0	0	0	0	0	0	0	1
Gm45610	0	0	0	0	0	0	0	0	0	0
Gm45612	0	0	0	0	0	0	0	0	0	1
Gm45613	0	0	0	0	0	0	0	0	0	0
Gm45614	0	0	0	0	0	0	0	0	0	0
Gm45615	3	0	1	0	0	0	4	0	0	0
Gm45616	0	0	0	0	0	0	0	0	0	0
Gm45617	0	0	0	0	0	0	0	0	0	0
Gm45618	0	0	0	0	0	0	0	0	0	1
Gm45619	0	0	0	1	0	0	0	0	0	0
Gm45620	4	3	4	9	9	3	3	10	0	9
Gm45623	0	0	0	0	0	0	0	0	0	0
Gm45625	0	0	0	0	0	0	0	0	0	0
Gm45626	0	0	0	0	0	0	0	0	0	0
Gm45627	0	1	0	2	0	0	2	0	0	2
Gm45628	5	4	11	3	7	2	7	9	2	10
Gm45629	10	4	3	0	3	8	3	10	2	8
Gm45630	0	0	0	1	0	6	0	0	0	0
Gm45631	2	2	6	0	6	3	6	4	6	4
Gm45632	0	0	0	0	0	0	0	0	0	0
Gm45633	0	0	0	0	0	0	0	0	0	0
Gm45634	0	0	0	0	0	0	0	0	0	0
Gm45635	0	0	0	0	0	0	0	0	0	0
Gm45636	0	0	0	0	0	0	0	0	0	0
Gm45638	1	0	0	5	0	2	2	3	2	6
Gm45639	0	0	0	0	0	0	0	0	0	0
Gm45640	7	9	0	16	2	11	0	5	1	16
Gm45641	0	0	0	0	0	0	0	0	0	0
Gm45643	2	8	2	3	3	1	2	2	4	0
Gm45644	0	0	3	0	2	1	0	0	0	0
Gm45645	0	0	0	0	0	0	0	0	0	0
Gm45646	0	0	0	0	0	0	0	0	0	0
Gm45647	0	0	0	0	0	0	0	0	0	0
Gm4565	0	0	0	0	0	0	0	0	0	0
Gm45650	0	0	0	0	0	0	0	0	0	0
Gm45651	0	0	0	0	0	0	0	0	0	0
Gm45652	0	0	0	0	0	0	0	0	0	0
Gm45654	0	0	0	0	0	0	0	0	0	0
Gm45655	0	0	0	0	0	0	0	0	0	0
Gm45657	0	0	0	0	0	0	0	0	0	0
Gm45658	0	0	0	0	0	0	0	0	0	0
Gm45659	0	0	0	0	0	0	0	0	0	0
Gm45660	1	0	1	5	3	3	4	2	4	2
Gm45662	0	3	0	0	0	0	0	0	0	0
Gm45663	0	0	0	0	0	0	0	0	0	0
Gm45665	0	0	0	0	0	0	0	0	0	0
Gm45666	0	0	0	0	0	0	0	0	0	0
Gm45667	0	0	0	0	0	0	0	0	0	0
Gm45668	0	0	0	0	0	0	0	0	0	0
Gm45669	0	0	0	1	2	0	1	0	3	0
Gm4567	0	0	0	0	0	0	0	0	0	0
Gm45670	0	3	2	5	0	0	2	0	0	0
Gm45671	0	0	0	0	0	0	0	0	0	0
Gm45672	0	0	0	0	0	0	0	0	0	0
Gm45673	0	0	0	0	0	0	0	0	0	0
Gm45674	0	0	0	0	0	0	0	0	0	0
Gm45675	0	0	0	0	0	0	0	0	0	0
Gm45676	0	0	0	0	0	0	0	0	0	0
Gm45677	0	0	0	0	0	0	0	0	0	0
Gm45678	0	0	0	0	0	0	0	0	0	0
Gm45680	0	0	0	0	0	0	0	0	0	0
Gm45682	0	0	0	0	0	0	0	0	0	0
Gm45683	0	0	0	0	0	0	0	0	0	0
Gm45684	2	2	1	0	1	3	3	0	4	4
Gm45686	0	0	0	0	0	0	0	0	0	0
Gm45687	0	0	0	1	0	0	0	0	0	0
Gm45688	0	0	0	0	0	0	0	0	0	0
Gm45689	0	0	0	0	0	0	0	0	0	0
Gm45690	0	0	0	0	0	0	0	0	0	0
Gm45691	0	0	0	0	0	0	0	0	0	0
Gm45692	0	0	0	0	0	0	0	0	0	0
Gm45693	0	0	0	4	7	2	4	0	0	16
Gm45694	3	3	6	4	8	1	0	4	9	3
Gm45696	0	0	0	0	0	0	0	0	0	0
Gm45697	0	0	0	0	0	0	0	0	0	0
Gm45698	6	3	1	2	4	3	10	2	2	4
Gm45699	0	0	0	0	0	0	0	0	0	0
Gm45700	0	0	0	0	0	0	0	0	0	0
Gm45701	0	0	0	0	0	0	0	0	0	0
Gm45702	0	0	0	0	0	0	0	0	0	0
Gm45703	0	0	0	0	0	0	0	0	0	0
Gm45704	3	2	0	0	0	0	1	2	2	4
Gm45705	0	0	0	0	0	0	0	0	0	0
Gm45706	0	0	0	0	0	0	0	0	0	0
Gm45708	0	0	0	0	0	0	1	0	0	0
Gm45709	23	21	18	26	30	20	15	18	12	26
Gm45710	0	0	0	0	0	0	0	0	0	0
Gm45711	0	0	0	0	0	0	0	0	0	0
Gm45712	0	0	0	0	0	0	0	1	0	0
Gm45713	0	0	0	0	0	0	0	0	0	0
Gm45714	0	0	0	0	0	0	0	0	0	0
Gm45715	20	11	33	13	30	16	26	27	31	32
Gm45716	375	519	311	410	425	491	388	461	361	607
Gm45717	0	0	0	0	0	0	0	0	0	0
Gm45718	60	42	34	49	73	23	29	32	29	71
Gm45719	11	7	7	1	2	4	13	5	4	27
Gm45720	0	0	0	0	0	0	0	0	0	0
Gm45721	0	0	0	0	0	0	0	0	0	1
Gm45722	0	0	0	0	0	0	0	0	0	0
Gm45723	0	0	0	0	0	0	0	0	0	0
Gm45724	0	0	0	0	0	0	0	0	0	0
Gm45725	0	0	0	0	0	0	0	0	0	0
Gm45727	0	0	0	0	0	0	0	0	0	0
Gm45728	0	1	2	0	13	0	0	6	1	1
Gm45730	0	0	0	0	0	0	0	0	0	0
Gm45731	146	165	224	149	163	173	212	236	93	283
Gm45732	0	0	0	0	0	0	0	0	0	0
Gm45733	4	1	5	1	0	1	2	3	4	2
Gm45734	0	0	0	0	0	0	0	0	0	0
Gm45735	0	0	0	0	0	0	0	0	0	0
Gm45736	0	0	0	0	0	0	0	0	0	0
Gm45737	3	1	0	2	15	9	0	8	1	9
Gm45738	10	9	6	5	5	7	7	10	12	4
Gm45739	0	0	0	0	0	0	0	0	0	0
Gm4574	0	0	0	0	0	0	0	0	0	0
Gm45740	0	0	0	0	0	0	0	0	0	0
Gm45741	0	0	0	0	0	0	0	0	0	0
Gm45742	0	0	0	0	0	0	0	0	0	0
Gm45743	3	0	0	2	0	3	0	5	0	0
Gm45745	30	7	28	15	19	17	22	8	9	10
Gm45746	22	25	12	30	21	31	38	57	27	73
Gm45747	0	0	0	0	0	0	0	0	0	0
Gm4575	0	0	0	0	0	0	0	1	0	1
Gm45750	0	0	0	0	0	0	0	0	0	0
Gm45751	0	0	0	0	0	0	0	0	0	0
Gm45752	0	0	0	0	0	2	0	2	0	0
Gm45753	0	0	0	0	0	0	0	0	0	0
Gm45754	0	0	0	0	0	0	0	1	1	1
Gm45756	2	3	5	3	5	1	2	3	5	4
Gm45757	0	0	0	0	0	0	0	0	0	0
Gm45758	17	6	17	12	15	12	17	7	5	17
Gm45760	5	5	14	14	7	7	3	10	2	1
Gm45762	6	10	18	7	3	4	10	25	10	7
Gm45764	0	0	0	0	0	0	0	0	0	0
Gm45765	0	0	0	0	0	0	0	0	0	0
Gm45766	0	0	0	0	0	0	0	0	0	0
Gm45767	0	5	4	0	0	6	2	3	0	1
Gm45768	0	0	0	0	0	0	0	0	0	0
Gm45769	10	0	27	14	3	20	6	7	0	3
Gm4577	0	0	0	0	0	0	0	0	0	0
Gm45770	0	0	0	0	0	0	0	0	0	0
Gm45772	0	0	0	0	0	0	0	0	0	0
Gm45774	0	1	1	5	3	0	1	3	0	1
Gm45776	0	0	0	0	0	0	0	0	0	0
Gm45777	0	0	0	0	0	0	0	0	0	0
Gm45778	2	6	20	22	10	5	20	10	3	5
Gm45779	129	65	83	72	71	95	67	74	57	55
Gm45780	0	0	0	0	0	0	0	0	0	0
Gm45781	0	0	0	0	0	0	0	0	0	0
Gm45782	0	0	0	0	0	0	0	0	0	0
Gm45783	0	0	0	0	0	0	0	0	0	0
Gm45784	0	0	0	0	0	0	0	0	0	0
Gm45785	0	0	0	0	0	0	0	1	0	0
Gm45786	0	0	0	0	0	0	0	0	0	0
Gm45788	0	0	0	0	0	0	0	0	0	0
Gm45789	0	0	0	0	0	2	0	0	0	0
Gm45790	0	0	0	0	0	0	0	0	0	0
Gm45791	0	0	0	0	0	0	0	0	0	0
Gm45792	0	5	0	0	0	0	0	0	0	0
Gm45793	0	0	0	0	0	0	0	0	0	0
Gm45795	0	0	0	0	0	0	0	0	0	0
Gm45796	0	0	0	0	0	0	0	0	0	0
Gm45797	24	7	19	49	18	25	27	34	33	41
Gm45798	0	0	0	0	0	0	0	0	0	0
Gm45799	1	0	0	1	3	1	4	6	0	1
Gm45800	0	0	0	0	0	0	0	0	0	0
Gm45804	7	4	1	14	4	5	0	0	2	13
Gm45805	0	0	1	4	0	0	0	4	0	6
Gm45807	1	3	4	5	5	10	1	12	3	7
Gm45808	0	0	0	0	0	0	0	0	0	0
Gm45809	17	19	4	1	15	14	11	10	4	15
Gm45812	0	0	0	0	0	0	0	0	0	0
Gm45814	0	0	0	0	0	0	0	0	0	0
Gm45815	0	0	0	0	0	0	0	0	0	0
Gm45817	0	0	0	0	0	0	0	0	0	0
Gm45819	10	12	26	15	11	20	16	13	20	26
Gm45820	5	1	5	3	3	4	1	7	4	0
Gm45821	1	0	0	0	0	0	0	0	0	0
Gm45822	0	0	0	0	0	0	0	0	0	0
Gm45823	0	0	0	0	0	0	0	0	0	0
Gm45824	0	0	0	0	0	0	0	0	0	0
Gm45826	0	0	0	0	0	0	0	0	0	0
Gm45827	0	0	0	0	0	0	0	0	0	0
Gm45828	21	10	14	15	18	11	7	13	12	14
Gm45829	0	0	0	0	0	0	0	0	0	0
Gm45830	0	0	0	0	0	0	0	0	0	0
Gm45832	0	0	0	0	0	0	0	0	0	0
Gm45833	0	0	2	0	1	1	0	0	0	4
Gm45834	0	0	2	0	0	2	0	0	0	0
Gm45837	0	0	0	0	0	0	0	0	0	0
Gm45838	7	10	9	1	5	6	6	3	28	2
Gm45839	0	0	0	0	0	0	0	0	0	0
Gm45841	0	0	0	0	0	0	0	0	0	0
Gm45842	0	0	0	0	0	0	0	0	0	0
Gm45843	0	0	0	0	0	0	0	1	0	0
Gm45844	0	0	0	0	1	0	0	0	0	0
Gm45845	5	2	0	2	0	4	0	3	0	0
Gm45846	0	0	0	0	0	0	0	0	0	0
Gm45847	0	0	0	0	0	0	0	0	0	0
Gm45848	0	0	0	0	0	0	0	0	0	0
Gm4585	0	0	0	0	0	0	0	0	0	0
Gm45850	0	0	0	0	0	0	0	0	0	0
Gm45853	5	0	1	0	1	1	0	4	1	0
Gm45854	19	48	11	35	30	24	29	36	24	27
Gm45855	5	2	0	5	0	6	3	4	1	4
Gm45856	0	0	0	0	0	0	0	0	0	0
Gm45857	0	0	0	0	0	0	0	1	0	0
Gm45859	0	0	0	0	0	0	0	0	0	0
Gm45860	0	0	0	0	0	0	0	0	0	0
Gm45861	0	0	0	0	0	0	0	0	0	0
Gm45864	0	0	0	0	0	0	0	0	0	0
Gm45865	0	0	0	0	0	0	0	0	0	0
Gm45866	0	0	0	0	0	0	0	0	0	0
Gm45867	10	9	13	5	2	3	9	5	16	22
Gm45868	0	0	0	0	0	0	0	0	0	0
Gm45869	0	0	0	0	0	0	0	0	0	0
Gm4587	1	0	2	0	0	0	0	0	0	0
Gm45870	0	0	0	0	0	0	0	0	0	0
Gm45871	115	185	173	167	166	303	253	196	215	510
Gm45872	0	0	10	0	0	0	0	2	0	0
Gm45873	13	14	22	8	4	17	11	9	10	15
Gm45874	1	1	0	0	0	2	0	0	0	0
Gm45875	0	1	0	0	0	0	0	0	0	0
Gm45876	0	0	0	0	0	0	0	0	0	0
Gm45877	0	0	0	3	0	0	0	0	0	0
Gm45878	0	0	0	0	0	0	0	0	1	0
Gm45879	0	0	0	0	0	0	0	0	0	0
Gm45880	0	0	0	0	0	0	0	0	0	0
Gm45881	4	6	1	6	1	1	7	8	0	5
Gm45883	0	0	0	0	0	0	0	0	0	0
Gm45884	31	10	23	23	7	33	34	36	4	22
Gm45885	0	0	0	0	0	1	0	0	0	0
Gm45886	0	0	0	0	0	0	0	0	0	0
Gm45887	0	0	0	6	0	0	0	0	0	1
Gm45888	0	0	0	0	1	0	0	0	0	0
Gm45889	0	0	0	0	0	1	0	0	0	1
Gm45890	2	5	5	4	2	10	8	1	1	1
Gm45892	0	0	0	0	0	0	0	0	0	0
Gm45893	0	0	0	0	0	0	0	0	0	0
Gm45894	7	7	6	12	6	1	3	14	2	6
Gm45895	0	0	0	0	0	0	0	0	0	0
Gm45897	0	0	2	0	0	7	0	0	4	3
Gm45899	0	0	0	0	0	0	0	0	0	0
Gm45900	0	0	8	0	0	0	0	4	0	0
Gm45901	0	0	0	0	0	0	0	0	0	0
Gm45902	305	379	270	240	240	268	281	383	197	258
Gm45903	0	0	0	0	0	0	0	0	0	0
Gm45904	0	0	0	0	0	0	0	0	0	0
Gm45906	0	0	0	0	0	0	0	0	0	0
Gm45907	0	0	0	0	0	0	0	0	0	0
Gm45908	0	0	0	0	0	0	0	0	0	0
Gm45909	0	0	0	0	0	0	0	0	0	0
Gm45910	0	0	0	0	0	0	0	0	0	0
Gm45911	0	0	0	0	0	0	0	0	0	0
Gm45912	0	0	0	0	0	0	0	3	1	0
Gm45925	1	0	0	0	0	0	0	0	1	0
Gm4593	0	0	0	0	0	0	0	0	0	0
Gm45930	0	0	1	0	0	0	0	0	0	0
Gm45941	0	0	0	0	0	0	0	0	0	0
Gm45949	0	0	0	0	0	0	0	0	0	0
Gm4596	7	4	1	3	0	4	2	3	2	3
Gm45965	0	0	0	0	0	0	0	0	0	0
Gm4598	0	0	0	0	0	0	0	0	0	0
Gm4602	0	0	0	0	0	0	0	0	0	0
Gm4604	3	2	1	2	1	2	4	5	3	3
Gm4605	0	0	0	0	0	0	0	0	0	0
Gm4607	0	0	0	1	0	0	0	0	0	0
Gm4609	0	1	1	1	2	4	1	2	2	3
Gm4610	2	0	1	0	1	0	0	0	0	0
Gm46102	0	0	0	0	0	0	0	0	0	0
Gm46103	0	0	0	0	0	0	0	0	0	0
Gm46123	0	0	0	0	0	0	0	0	0	0
Gm46124	0	0	0	0	3	0	0	1	0	0
Gm4613	0	0	0	0	0	0	0	0	0	0
Gm46136	4	0	3	7	2	2	2	5	2	1
Gm46138	0	0	0	0	0	0	0	0	0	0
Gm46142	0	0	0	0	0	0	0	1	1	0
Gm46146	0	0	0	0	0	0	0	0	0	0
Gm4617	6	4	7	6	8	10	6	11	5	5
Gm46188	0	0	0	0	0	0	0	0	0	0
Gm46189	0	0	0	0	0	5	0	0	0	8
Gm46190	0	0	0	0	0	0	0	0	0	0
Gm46191	0	0	0	0	0	0	0	0	0	0
Gm46192	0	0	0	0	0	0	0	0	0	0
Gm46193	0	0	0	0	0	0	0	0	0	0
Gm46194	0	0	0	0	0	0	0	0	2	1
Gm46197	0	0	0	0	0	0	0	0	0	0
Gm46199	0	0	0	0	0	0	0	0	0	0
Gm46203	0	0	0	0	0	0	0	0	0	0
Gm46204	0	0	0	0	0	0	0	0	0	0
Gm46209	0	0	2	1	0	1	4	0	0	0
Gm46210	0	6	1	0	1	2	0	0	0	3
Gm46212	0	0	0	0	0	0	0	0	0	0
Gm46218	15	28	16	20	14	24	42	39	8	12
Gm46223	0	0	0	0	0	0	0	1	0	0
Gm46224	7	0	0	1	4	1	2	9	0	0
Gm46231	0	0	0	0	0	1	0	0	0	4
Gm46233	0	0	0	0	0	0	0	0	0	0
Gm46234	2	4	1	2	1	3	6	0	0	6
Gm4631	0	0	0	0	0	0	0	0	0	0
Gm46311	0	0	0	0	0	0	0	0	0	0
Gm46312	0	0	0	0	0	0	0	0	0	0
Gm46313	0	0	0	0	0	0	0	0	0	0
Gm46317	0	0	0	0	0	0	0	1	0	0
Gm46323	0	0	0	0	0	0	0	0	0	0
Gm46327	0	0	0	0	0	0	0	0	0	0
Gm46328	0	0	0	0	0	0	0	0	0	0
Gm46329	0	0	0	0	0	0	0	0	0	0
Gm46332	0	5	0	3	2	0	0	1	4	3
Gm46336	0	1	0	1	0	0	0	1	0	0
Gm46339	2	4	3	0	0	2	0	12	15	10
Gm46342	0	0	0	0	0	0	0	0	0	0
Gm46344	0	0	0	0	0	0	0	0	0	2
Gm46348	0	7	0	0	0	0	0	0	0	0
Gm46349	0	2	1	0	0	1	0	0	1	0
Gm46355	2	0	0	0	0	0	0	0	0	0
Gm46364	0	0	0	0	0	0	0	0	0	0
Gm46367	1	1	4	7	3	6	8	3	1	4
Gm46369	0	0	0	0	0	0	0	0	0	1
Gm46376	0	0	0	0	0	0	0	0	0	0
Gm46379	6	4	4	2	3	5	6	3	4	5
Gm46389	0	0	0	0	0	0	0	0	0	0
Gm46391	0	0	0	0	0	0	0	0	0	0
Gm4640	1	0	0	0	0	0	0	0	0	0
Gm46400	0	0	0	0	0	1	0	0	0	0
Gm46401	0	0	0	0	0	0	0	0	0	0
Gm46404	12	20	11	11	12	28	6	18	14	23
Gm46424	0	1	0	0	0	0	0	0	0	0
Gm46430	194	168	191	205	107	218	160	205	146	221
Gm46436	18	16	31	14	21	26	35	25	14	39
Gm4644	0	0	0	0	0	0	0	0	0	0
Gm4651	0	0	0	0	0	0	0	1	0	0
Gm4654	1	0	0	4	5	5	3	3	2	10
Gm4657	0	0	0	0	0	0	0	0	0	0
Gm4660	0	0	0	0	0	0	0	0	0	0
Gm4665	0	0	0	0	0	0	0	0	0	0
Gm4668	15	44	25	29	18	27	7	16	12	43
Gm4673	72	65	64	51	41	36	55	71	53	35
